GAME_DATE,MATCHUP,PTS,REB,AST,BLK,PLAYER_NAME,POINTS_THRESHOLD,REBOUNDS_THRESHOLD,BLOCKS_THRESHOLD,ASSISTS_THRESHOLD
"NOV 08, 2024",PHI @ LAL,3,2,2,0,Reggie Jackson,0,0,0,0
"NOV 06, 2024",PHI @ LAC,0,0,2,0,Reggie Jackson,0,0,0,0
"NOV 02, 2024",PHI vs. MEM,3,0,3,0,Reggie Jackson,0,0,0,1
"OCT 25, 2024",PHI @ TOR,0,0,0,0,Reggie Jackson,0,0,0,0
"DEC 28, 2024",MIL @ CHI,0,1,1,0,Andre Jackson Jr.,0,0,0,0
"DEC 26, 2024",MIL vs. BKN,8,3,2,0,Andre Jackson Jr.,0,0,0,0
"DEC 23, 2024",MIL @ CHI,4,5,1,0,Andre Jackson Jr.,0,1,0,0
"DEC 21, 2024",MIL vs. WAS,5,7,5,0,Andre Jackson Jr.,0,1,0,1
"DEC 20, 2024",MIL @ CLE,0,2,1,0,Andre Jackson Jr.,0,0,0,0
"DEC 14, 2024",MIL vs. ATL,5,7,4,0,Andre Jackson Jr.,0,1,0,1
"DEC 10, 2024",MIL vs. ORL,5,2,0,0,Andre Jackson Jr.,0,0,0,0
"DEC 08, 2024",MIL @ BKN,6,0,2,1,Andre Jackson Jr.,0,0,1,0
"DEC 06, 2024",MIL @ BOS,2,1,1,0,Andre Jackson Jr.,0,0,0,0
"DEC 04, 2024",MIL vs. ATL,2,1,0,0,Andre Jackson Jr.,0,0,0,0
"DEC 03, 2024",MIL @ DET,8,0,1,0,Andre Jackson Jr.,0,0,0,0
"NOV 30, 2024",MIL vs. WAS,2,9,0,0,Andre Jackson Jr.,0,1,0,0
"NOV 26, 2024",MIL @ MIA,6,9,1,1,Andre Jackson Jr.,0,1,1,0
"NOV 23, 2024",MIL vs. CHA,5,6,4,0,Andre Jackson Jr.,0,1,0,1
"NOV 22, 2024",MIL vs. IND,0,6,1,1,Andre Jackson Jr.,0,1,1,0
"NOV 20, 2024",MIL vs. CHI,0,4,1,0,Andre Jackson Jr.,0,0,0,0
"NOV 18, 2024",MIL vs. HOU,0,1,0,0,Andre Jackson Jr.,0,0,0,0
"NOV 16, 2024",MIL @ CHA,14,2,1,0,Andre Jackson Jr.,1,0,0,0
"NOV 13, 2024",MIL vs. DET,4,2,2,0,Andre Jackson Jr.,0,0,0,0
"NOV 12, 2024",MIL vs. TOR,2,2,2,1,Andre Jackson Jr.,0,0,1,0
"NOV 10, 2024",MIL vs. BOS,1,3,2,0,Andre Jackson Jr.,0,0,0,0
"NOV 08, 2024",MIL @ NYK,3,0,1,1,Andre Jackson Jr.,0,0,1,0
"NOV 07, 2024",MIL vs. UTA,7,3,4,0,Andre Jackson Jr.,0,0,0,1
"NOV 04, 2024",MIL @ CLE,7,7,2,1,Andre Jackson Jr.,0,1,1,0
"NOV 02, 2024",MIL vs. CLE,3,1,1,0,Andre Jackson Jr.,0,0,0,0
"OCT 31, 2024",MIL @ MEM,2,5,1,1,Andre Jackson Jr.,0,1,1,0
"OCT 28, 2024",MIL @ BOS,4,3,2,0,Andre Jackson Jr.,0,0,0,0
"OCT 27, 2024",MIL @ BKN,0,0,1,0,Andre Jackson Jr.,0,0,0,0
"OCT 23, 2024",MIL @ PHI,0,0,0,0,Andre Jackson Jr.,0,0,0,0
"DEC 29, 2024",MEM @ OKC,13,5,4,1,Jaren Jackson Jr.,1,1,1,1
"DEC 27, 2024",MEM @ NOP,33,5,3,3,Jaren Jackson Jr.,1,1,1,1
"DEC 26, 2024",MEM vs. TOR,21,11,6,3,Jaren Jackson Jr.,1,1,1,1
"DEC 23, 2024",MEM vs. LAC,24,6,3,0,Jaren Jackson Jr.,1,1,0,1
"DEC 21, 2024",MEM @ ATL,13,5,1,1,Jaren Jackson Jr.,1,1,1,0
"DEC 19, 2024",MEM vs. GSW,17,6,5,1,Jaren Jackson Jr.,1,1,1,1
"DEC 15, 2024",MEM @ LAL,25,5,2,0,Jaren Jackson Jr.,1,1,0,0
"DEC 13, 2024",MEM vs. BKN,20,7,2,0,Jaren Jackson Jr.,1,1,0,0
"DEC 08, 2024",MEM @ WAS,21,4,1,4,Jaren Jackson Jr.,1,0,1,0
"DEC 07, 2024",MEM @ BOS,27,9,1,4,Jaren Jackson Jr.,1,1,1,0
"DEC 05, 2024",MEM vs. SAC,15,2,2,0,Jaren Jackson Jr.,1,0,0,0
"DEC 03, 2024",MEM @ DAL,16,7,2,1,Jaren Jackson Jr.,1,1,1,0
"DEC 01, 2024",MEM vs. IND,25,8,0,3,Jaren Jackson Jr.,1,1,1,0
"NOV 29, 2024",MEM vs. NOP,23,8,1,2,Jaren Jackson Jr.,1,1,1,0
"NOV 27, 2024",MEM vs. DET,12,6,2,1,Jaren Jackson Jr.,1,1,1,0
"NOV 25, 2024",MEM vs. POR,21,6,1,3,Jaren Jackson Jr.,1,1,1,0
"NOV 23, 2024",MEM @ CHI,23,4,4,2,Jaren Jackson Jr.,1,0,1,1
"NOV 20, 2024",MEM vs. PHI,25,4,1,2,Jaren Jackson Jr.,1,0,1,0
"NOV 19, 2024",MEM vs. DEN,19,8,1,5,Jaren Jackson Jr.,1,1,1,0
"NOV 17, 2024",MEM vs. DEN,20,6,2,3,Jaren Jackson Jr.,1,1,1,0
"NOV 15, 2024",MEM @ GSW,32,6,1,2,Jaren Jackson Jr.,1,1,1,0
"NOV 13, 2024",MEM @ LAL,29,7,1,1,Jaren Jackson Jr.,1,1,1,0
"NOV 10, 2024",MEM @ POR,20,7,2,0,Jaren Jackson Jr.,1,1,0,0
"NOV 08, 2024",MEM vs. WAS,39,6,1,1,Jaren Jackson Jr.,1,1,1,0
"NOV 06, 2024",MEM vs. LAL,20,6,1,3,Jaren Jackson Jr.,1,1,1,0
"NOV 04, 2024",MEM @ BKN,15,5,1,2,Jaren Jackson Jr.,1,1,1,0
"NOV 02, 2024",MEM @ PHI,27,6,0,2,Jaren Jackson Jr.,1,1,1,0
"OCT 31, 2024",MEM vs. MIL,13,5,2,0,Jaren Jackson Jr.,1,1,0,0
"OCT 30, 2024",MEM vs. BKN,30,4,0,0,Jaren Jackson Jr.,1,0,0,0
"OCT 28, 2024",MEM vs. CHI,19,6,1,3,Jaren Jackson Jr.,1,1,1,0
"OCT 26, 2024",MEM vs. ORL,13,4,1,0,Jaren Jackson Jr.,1,0,0,0
"DEC 28, 2024",GSW vs. PHX,16,10,2,4,Trayce Jackson-Davis,1,1,1,0
"DEC 27, 2024",GSW @ LAC,15,9,2,0,Trayce Jackson-Davis,1,1,0,0
"DEC 25, 2024",GSW vs. LAL,11,9,4,2,Trayce Jackson-Davis,1,1,1,1
"DEC 23, 2024",GSW vs. IND,13,8,3,1,Trayce Jackson-Davis,1,1,1,1
"DEC 21, 2024",GSW @ MIN,15,9,2,2,Trayce Jackson-Davis,1,1,1,0
"DEC 19, 2024",GSW @ MEM,7,7,2,1,Trayce Jackson-Davis,0,1,1,0
"DEC 15, 2024",GSW vs. DAL,5,6,3,0,Trayce Jackson-Davis,0,1,0,1
"DEC 11, 2024",GSW @ HOU,4,1,1,2,Trayce Jackson-Davis,0,0,1,0
"DEC 06, 2024",GSW vs. MIN,3,4,1,0,Trayce Jackson-Davis,0,0,0,0
"DEC 05, 2024",GSW vs. HOU,6,0,2,1,Trayce Jackson-Davis,0,0,1,0
"DEC 03, 2024",GSW @ DEN,7,6,2,0,Trayce Jackson-Davis,0,1,0,0
"NOV 30, 2024",GSW @ PHX,2,6,2,3,Trayce Jackson-Davis,0,1,1,0
"NOV 27, 2024",GSW vs. OKC,2,0,0,0,Trayce Jackson-Davis,0,0,0,0
"NOV 25, 2024",GSW vs. BKN,8,3,1,1,Trayce Jackson-Davis,0,0,1,0
"NOV 23, 2024",GSW @ SAS,12,8,3,0,Trayce Jackson-Davis,1,1,0,1
"NOV 22, 2024",GSW @ NOP,9,8,0,1,Trayce Jackson-Davis,0,1,1,0
"NOV 20, 2024",GSW vs. ATL,14,11,4,1,Trayce Jackson-Davis,1,1,1,1
"NOV 18, 2024",GSW @ LAC,8,3,2,1,Trayce Jackson-Davis,0,0,1,0
"NOV 15, 2024",GSW vs. MEM,9,6,2,1,Trayce Jackson-Davis,0,1,1,0
"NOV 12, 2024",GSW vs. DAL,8,9,2,0,Trayce Jackson-Davis,0,1,0,0
"NOV 10, 2024",GSW @ OKC,2,2,0,0,Trayce Jackson-Davis,0,0,0,0
"NOV 08, 2024",GSW @ CLE,3,5,4,1,Trayce Jackson-Davis,0,1,1,1
"NOV 06, 2024",GSW @ BOS,8,2,1,0,Trayce Jackson-Davis,0,0,0,0
"NOV 04, 2024",GSW @ WAS,12,6,3,1,Trayce Jackson-Davis,1,1,1,1
"NOV 02, 2024",GSW @ HOU,6,3,3,0,Trayce Jackson-Davis,0,0,0,1
"OCT 30, 2024",GSW vs. NOP,15,9,2,1,Trayce Jackson-Davis,1,1,1,0
"OCT 29, 2024",GSW vs. NOP,3,2,5,1,Trayce Jackson-Davis,0,0,1,1
"OCT 27, 2024",GSW vs. LAC,4,1,1,1,Trayce Jackson-Davis,0,0,1,0
"OCT 25, 2024",GSW @ UTA,12,9,2,0,Trayce Jackson-Davis,1,1,0,0
"OCT 23, 2024",GSW @ POR,14,4,2,0,Trayce Jackson-Davis,1,0,0,0
"DEC 08, 2024",LAL vs. POR,0,0,0,1,Bronny James,0,0,1,0
"NOV 10, 2024",LAL vs. TOR,0,0,0,0,Bronny James,0,0,0,0
"NOV 08, 2024",LAL vs. PHI,0,0,0,0,Bronny James,0,0,0,0
"NOV 06, 2024",LAL @ MEM,2,0,0,0,Bronny James,0,0,0,0
"NOV 01, 2024",LAL @ TOR,0,0,0,0,Bronny James,0,0,0,0
"OCT 30, 2024",LAL @ CLE,2,0,2,0,Bronny James,0,0,0,0
"OCT 22, 2024",LAL vs. MIN,0,1,0,0,Bronny James,0,0,0,0
"DEC 25, 2024",LAL @ GSW,31,4,10,1,LeBron James,1,0,1,1
"DEC 23, 2024",LAL vs. DET,28,11,11,0,LeBron James,1,1,0,1
"DEC 21, 2024",LAL @ SAC,32,7,6,0,LeBron James,1,1,0,1
"DEC 19, 2024",LAL @ SAC,19,6,7,1,LeBron James,1,1,1,1
"DEC 15, 2024",LAL vs. MEM,18,8,8,2,LeBron James,1,1,1,1
"DEC 06, 2024",LAL @ ATL,39,10,11,3,LeBron James,1,1,1,1
"DEC 04, 2024",LAL @ MIA,29,5,8,0,LeBron James,1,1,0,1
"DEC 02, 2024",LAL @ MIN,10,8,4,0,LeBron James,1,1,0,1
"DEC 01, 2024",LAL @ UTA,27,5,14,2,LeBron James,1,1,1,1
"NOV 29, 2024",LAL vs. OKC,12,8,6,0,LeBron James,1,1,0,1
"NOV 27, 2024",LAL @ SAS,16,10,11,1,LeBron James,1,1,1,1
"NOV 26, 2024",LAL @ PHX,18,8,10,0,LeBron James,1,1,0,1
"NOV 23, 2024",LAL vs. DEN,18,6,7,0,LeBron James,1,1,0,1
"NOV 21, 2024",LAL vs. ORL,31,10,7,1,LeBron James,1,1,1,1
"NOV 19, 2024",LAL vs. UTA,26,2,12,0,LeBron James,1,0,0,1
"NOV 16, 2024",LAL @ NOP,21,7,5,0,LeBron James,1,1,0,1
"NOV 15, 2024",LAL @ SAS,15,16,12,0,LeBron James,1,1,0,1
"NOV 13, 2024",LAL vs. MEM,35,12,14,0,LeBron James,1,1,0,1
"NOV 10, 2024",LAL vs. TOR,19,10,16,0,LeBron James,1,1,0,1
"NOV 08, 2024",LAL vs. PHI,21,12,13,3,LeBron James,1,1,1,1
"NOV 06, 2024",LAL @ MEM,39,7,6,0,LeBron James,1,1,0,1
"NOV 04, 2024",LAL @ DET,20,8,11,0,LeBron James,1,1,0,1
"NOV 01, 2024",LAL @ TOR,27,6,10,0,LeBron James,1,1,0,1
"OCT 30, 2024",LAL @ CLE,26,6,3,0,LeBron James,1,1,0,1
"OCT 28, 2024",LAL @ PHX,11,5,8,0,LeBron James,1,1,0,1
"OCT 26, 2024",LAL vs. SAC,32,14,10,1,LeBron James,1,1,1,1
"OCT 25, 2024",LAL vs. PHX,21,4,8,0,LeBron James,1,0,0,1
"OCT 22, 2024",LAL vs. MIN,16,5,4,2,LeBron James,1,1,1,1
"DEC 29, 2024",MIA @ HOU,2,3,0,0,Jaime Jaquez Jr.,0,0,0,0
"DEC 28, 2024",MIA @ ATL,8,5,1,0,Jaime Jaquez Jr.,0,1,0,0
"DEC 26, 2024",MIA @ ORL,15,4,4,1,Jaime Jaquez Jr.,1,0,1,1
"DEC 23, 2024",MIA vs. BKN,9,5,0,0,Jaime Jaquez Jr.,0,1,0,0
"DEC 21, 2024",MIA @ ORL,5,2,4,0,Jaime Jaquez Jr.,0,0,0,1
"DEC 20, 2024",MIA vs. OKC,9,6,0,0,Jaime Jaquez Jr.,0,1,0,0
"DEC 16, 2024",MIA @ DET,13,1,4,0,Jaime Jaquez Jr.,1,0,0,1
"DEC 12, 2024",MIA vs. TOR,6,3,0,0,Jaime Jaquez Jr.,0,0,0,0
"DEC 08, 2024",MIA vs. CLE,4,3,2,0,Jaime Jaquez Jr.,0,0,0,0
"DEC 07, 2024",MIA vs. PHX,4,0,2,0,Jaime Jaquez Jr.,0,0,0,0
"DEC 04, 2024",MIA vs. LAL,9,4,1,0,Jaime Jaquez Jr.,0,0,0,0
"DEC 02, 2024",MIA @ BOS,19,10,3,0,Jaime Jaquez Jr.,1,1,0,1
"DEC 01, 2024",MIA @ TOR,6,3,3,1,Jaime Jaquez Jr.,0,0,1,1
"NOV 29, 2024",MIA vs. TOR,15,4,3,0,Jaime Jaquez Jr.,1,0,0,1
"NOV 27, 2024",MIA @ CHA,11,7,0,0,Jaime Jaquez Jr.,1,1,0,0
"NOV 26, 2024",MIA vs. MIL,2,4,2,0,Jaime Jaquez Jr.,0,0,0,0
"NOV 24, 2024",MIA vs. DAL,7,3,1,0,Jaime Jaquez Jr.,0,0,0,0
"NOV 17, 2024",MIA @ IND,2,3,4,0,Jaime Jaquez Jr.,0,0,0,1
"NOV 15, 2024",MIA @ IND,10,3,5,0,Jaime Jaquez Jr.,1,0,0,1
"NOV 12, 2024",MIA @ DET,14,5,3,0,Jaime Jaquez Jr.,1,1,0,1
"NOV 10, 2024",MIA @ MIN,7,5,1,1,Jaime Jaquez Jr.,0,1,1,0
"NOV 02, 2024",MIA @ WAS,8,10,1,0,Jaime Jaquez Jr.,0,1,0,0
"OCT 30, 2024",MIA vs. NYK,8,8,4,0,Jaime Jaquez Jr.,0,1,0,1
"OCT 28, 2024",MIA vs. DET,12,9,0,0,Jaime Jaquez Jr.,1,1,0,0
"OCT 26, 2024",MIA @ CHA,6,6,4,0,Jaime Jaquez Jr.,0,1,0,1
"OCT 23, 2024",MIA vs. ORL,13,5,3,0,Jaime Jaquez Jr.,1,1,0,1
"DEC 30, 2024",CHA vs. CHI,6,3,0,1,DaQuan Jeffries,0,0,1,0
"DEC 28, 2024",CHA vs. OKC,5,3,1,0,DaQuan Jeffries,0,0,0,0
"DEC 26, 2024",CHA @ WAS,0,0,0,0,DaQuan Jeffries,0,0,0,0
"DEC 23, 2024",CHA vs. HOU,4,1,0,2,DaQuan Jeffries,0,0,1,0
"DEC 20, 2024",CHA @ PHI,12,5,1,1,DaQuan Jeffries,1,1,1,0
"DEC 08, 2024",CHA @ IND,8,4,1,1,DaQuan Jeffries,0,0,1,0
"DEC 07, 2024",CHA vs. CLE,17,6,1,0,DaQuan Jeffries,1,1,0,0
"DEC 05, 2024",CHA @ NYK,8,1,1,0,DaQuan Jeffries,0,0,0,0
"DEC 19, 2024",NOP @ HOU,3,6,2,0,Trey Jemison,0,1,0,0
"DEC 12, 2024",NOP vs. SAC,1,0,0,0,Trey Jemison,0,0,0,0
"DEC 08, 2024",NOP @ SAS,0,1,0,0,Trey Jemison,0,0,0,0
"DEC 01, 2024",NOP @ NYK,0,3,0,1,Trey Jemison,0,0,1,0
"NOV 27, 2024",NOP vs. TOR,4,1,1,0,Trey Jemison,0,0,0,0
"NOV 22, 2024",NOP vs. GSW,2,4,0,0,Trey Jemison,0,0,0,0
"NOV 20, 2024",NOP @ CLE,0,2,1,1,Trey Jemison,0,0,1,0
"NOV 19, 2024",NOP @ DAL,2,1,1,0,Trey Jemison,0,0,0,0
"NOV 16, 2024",NOP vs. LAL,8,2,0,0,Trey Jemison,0,0,0,0
"NOV 15, 2024",NOP vs. DEN,6,3,1,1,Trey Jemison,0,0,1,0
"NOV 13, 2024",NOP @ OKC,6,8,2,2,Trey Jemison,0,1,1,0
"NOV 11, 2024",NOP vs. BKN,2,4,1,1,Trey Jemison,0,0,1,0
"NOV 08, 2024",NOP @ ORL,0,3,0,0,Trey Jemison,0,0,0,0
"NOV 04, 2024",NOP vs. POR,2,1,1,0,Trey Jemison,0,0,0,0
"NOV 03, 2024",NOP vs. ATL,0,3,0,0,Trey Jemison,0,0,0,0
"OCT 30, 2024",NOP @ GSW,2,2,0,0,Trey Jemison,0,0,0,0
"NOV 01, 2024",DET vs. NYK,0,0,0,0,Daniss Jenkins,0,0,0,0
"OCT 25, 2024",DET @ CLE,0,0,0,0,Daniss Jenkins,0,0,0,0
"DEC 27, 2024",CLE @ DEN,2,0,4,0,Ty Jerome,0,0,0,1
"DEC 23, 2024",CLE vs. UTA,5,0,2,0,Ty Jerome,0,0,0,0
"DEC 21, 2024",CLE vs. PHI,11,4,4,0,Ty Jerome,1,0,0,1
"DEC 20, 2024",CLE vs. MIL,13,4,4,0,Ty Jerome,1,0,0,1
"DEC 16, 2024",CLE @ BKN,5,3,6,0,Ty Jerome,0,0,0,1
"DEC 13, 2024",CLE vs. WAS,2,0,1,0,Ty Jerome,0,0,0,0
"DEC 08, 2024",CLE @ MIA,14,4,6,0,Ty Jerome,1,0,0,1
"DEC 07, 2024",CLE @ CHA,5,3,0,0,Ty Jerome,0,0,0,0
"DEC 05, 2024",CLE vs. DEN,4,2,1,0,Ty Jerome,0,0,0,0
"DEC 01, 2024",CLE vs. BOS,6,0,1,0,Ty Jerome,0,0,0,0
"NOV 29, 2024",CLE @ ATL,7,3,1,0,Ty Jerome,0,0,0,0
"NOV 27, 2024",CLE vs. ATL,8,0,6,0,Ty Jerome,0,0,0,1
"NOV 24, 2024",CLE vs. TOR,26,3,6,1,Ty Jerome,1,0,1,1
"NOV 20, 2024",CLE vs. NOP,29,3,1,0,Ty Jerome,1,0,0,0
"NOV 19, 2024",CLE @ BOS,10,1,5,0,Ty Jerome,1,0,0,1
"NOV 17, 2024",CLE vs. CHA,24,2,8,0,Ty Jerome,1,0,0,1
"NOV 15, 2024",CLE vs. CHI,7,4,4,0,Ty Jerome,0,0,0,1
"NOV 13, 2024",CLE @ PHI,8,0,2,0,Ty Jerome,0,0,0,0
"NOV 11, 2024",CLE @ CHI,12,4,6,0,Ty Jerome,1,0,0,1
"NOV 09, 2024",CLE vs. BKN,4,1,5,0,Ty Jerome,0,0,0,1
"NOV 08, 2024",CLE vs. GSW,20,1,3,0,Ty Jerome,1,0,0,1
"NOV 06, 2024",CLE @ NOP,11,3,5,0,Ty Jerome,1,0,0,1
"NOV 04, 2024",CLE vs. MIL,6,0,1,0,Ty Jerome,0,0,0,0
"NOV 02, 2024",CLE @ MIL,3,2,3,0,Ty Jerome,0,0,0,1
"NOV 01, 2024",CLE vs. ORL,9,6,2,0,Ty Jerome,0,1,0,0
"OCT 30, 2024",CLE vs. LAL,14,2,4,0,Ty Jerome,1,0,0,1
"OCT 28, 2024",CLE @ NYK,2,0,0,0,Ty Jerome,0,0,0,0
"OCT 26, 2024",CLE @ WAS,14,2,3,0,Ty Jerome,1,0,0,1
"OCT 25, 2024",CLE vs. DET,13,2,4,0,Ty Jerome,1,0,0,1
"OCT 23, 2024",CLE @ TOR,14,2,6,0,Ty Jerome,1,0,0,1
"DEC 29, 2024",OKC vs. MEM,11,3,0,0,Isaiah Joe,1,0,0,0
"DEC 28, 2024",OKC @ CHA,5,4,0,0,Isaiah Joe,0,0,0,0
"DEC 26, 2024",OKC @ IND,5,2,2,0,Isaiah Joe,0,0,0,0
"DEC 23, 2024",OKC vs. WAS,5,2,1,0,Isaiah Joe,0,0,0,0
"DEC 20, 2024",OKC @ MIA,3,2,0,0,Isaiah Joe,0,0,0,0
"DEC 19, 2024",OKC @ ORL,7,2,0,0,Isaiah Joe,0,0,0,0
"DEC 14, 2024",OKC vs. HOU,5,2,0,1,Isaiah Joe,0,0,1,0
"DEC 10, 2024",OKC vs. DAL,9,3,3,0,Isaiah Joe,0,0,0,1
"DEC 07, 2024",OKC @ NOP,0,3,1,0,Isaiah Joe,0,0,0,0
"DEC 05, 2024",OKC @ TOR,16,4,2,1,Isaiah Joe,1,0,1,0
"DEC 03, 2024",OKC vs. UTA,19,2,4,0,Isaiah Joe,1,0,0,1
"DEC 01, 2024",OKC @ HOU,0,0,2,0,Isaiah Joe,0,0,0,0
"NOV 29, 2024",OKC @ LAL,3,0,0,0,Isaiah Joe,0,0,0,0
"NOV 27, 2024",OKC @ GSW,17,4,1,0,Isaiah Joe,1,0,0,0
"NOV 25, 2024",OKC @ SAC,9,1,1,0,Isaiah Joe,0,0,0,0
"NOV 17, 2024",OKC vs. DAL,6,2,4,1,Isaiah Joe,0,0,1,1
"NOV 15, 2024",OKC vs. PHX,11,5,2,2,Isaiah Joe,1,1,1,0
"NOV 13, 2024",OKC vs. NOP,0,3,0,0,Isaiah Joe,0,0,0,0
"NOV 11, 2024",OKC vs. LAC,12,3,3,1,Isaiah Joe,1,0,1,1
"NOV 10, 2024",OKC vs. GSW,10,4,2,0,Isaiah Joe,1,0,0,0
"NOV 08, 2024",OKC vs. HOU,14,6,1,0,Isaiah Joe,1,1,0,0
"NOV 06, 2024",OKC @ DEN,11,5,3,0,Isaiah Joe,1,1,0,1
"NOV 04, 2024",OKC vs. ORL,13,4,1,0,Isaiah Joe,1,0,0,0
"NOV 02, 2024",OKC @ LAC,12,2,1,0,Isaiah Joe,1,0,0,0
"NOV 01, 2024",OKC @ POR,12,5,2,0,Isaiah Joe,1,1,0,0
"OCT 30, 2024",OKC vs. SAS,6,1,2,0,Isaiah Joe,0,0,0,0
"OCT 27, 2024",OKC vs. ATL,6,1,1,0,Isaiah Joe,0,0,0,0
"OCT 26, 2024",OKC @ CHI,6,1,1,0,Isaiah Joe,0,0,0,0
"OCT 24, 2024",OKC @ DEN,7,2,1,0,Isaiah Joe,0,0,0,0
"DEC 03, 2024",MIL @ DET,5,1,0,0,AJ Johnson,0,0,0,0
"NOV 12, 2024",MIL vs. TOR,0,0,1,0,AJ Johnson,0,0,0,0
"OCT 27, 2024",MIL @ BKN,2,0,0,0,AJ Johnson,0,0,0,0
"OCT 25, 2024",MIL vs. CHI,0,1,0,0,AJ Johnson,0,0,0,0
"OCT 23, 2024",MIL @ PHI,0,0,0,0,AJ Johnson,0,0,0,0
"DEC 29, 2024",BKN @ ORL,9,3,4,0,Cameron Johnson,0,0,0,1
"DEC 26, 2024",BKN @ MIL,29,5,3,0,Cameron Johnson,1,1,0,1
"DEC 23, 2024",BKN @ MIA,19,3,2,0,Cameron Johnson,1,0,0,0
"DEC 21, 2024",BKN vs. UTA,18,3,5,0,Cameron Johnson,1,0,0,1
"DEC 19, 2024",BKN @ TOR,33,10,6,2,Cameron Johnson,1,1,1,1
"DEC 16, 2024",BKN vs. CLE,22,1,5,1,Cameron Johnson,1,0,1,1
"DEC 13, 2024",BKN @ MEM,12,7,3,0,Cameron Johnson,1,1,0,1
"DEC 08, 2024",BKN vs. MIL,26,3,2,1,Cameron Johnson,1,0,1,0
"DEC 04, 2024",BKN vs. IND,26,7,1,1,Cameron Johnson,1,1,1,0
"DEC 01, 2024",BKN vs. ORL,26,4,1,0,Cameron Johnson,1,0,0,0
"NOV 29, 2024",BKN vs. ORL,14,3,4,1,Cameron Johnson,1,0,1,1
"NOV 27, 2024",BKN @ PHX,11,8,6,1,Cameron Johnson,1,1,1,1
"NOV 25, 2024",BKN @ GSW,5,2,2,0,Cameron Johnson,0,0,0,0
"NOV 24, 2024",BKN @ SAC,16,6,4,0,Cameron Johnson,1,1,0,1
"NOV 22, 2024",BKN @ PHI,37,1,2,0,Cameron Johnson,1,0,0,0
"NOV 19, 2024",BKN vs. CHA,34,5,4,2,Cameron Johnson,1,1,1,1
"NOV 17, 2024",BKN @ NYK,22,5,5,0,Cameron Johnson,1,1,0,1
"NOV 15, 2024",BKN @ NYK,17,5,3,0,Cameron Johnson,1,1,0,1
"NOV 13, 2024",BKN vs. BOS,9,4,3,0,Cameron Johnson,0,0,0,1
"NOV 11, 2024",BKN @ NOP,15,1,0,1,Cameron Johnson,1,0,1,0
"NOV 09, 2024",BKN @ CLE,23,5,1,0,Cameron Johnson,1,1,0,0
"NOV 08, 2024",BKN @ BOS,18,8,4,0,Cameron Johnson,1,1,0,1
"NOV 04, 2024",BKN vs. MEM,20,3,2,0,Cameron Johnson,1,0,0,0
"NOV 03, 2024",BKN vs. DET,26,1,3,1,Cameron Johnson,1,0,1,1
"NOV 01, 2024",BKN vs. CHI,14,6,5,0,Cameron Johnson,1,1,0,1
"OCT 30, 2024",BKN @ MEM,14,2,4,1,Cameron Johnson,1,0,1,1
"OCT 29, 2024",BKN vs. DEN,20,7,5,0,Cameron Johnson,1,1,0,1
"OCT 27, 2024",BKN vs. MIL,13,6,3,0,Cameron Johnson,1,1,0,1
"OCT 25, 2024",BKN @ ORL,12,2,2,1,Cameron Johnson,1,0,1,0
"OCT 23, 2024",BKN @ ATL,14,4,0,1,Cameron Johnson,1,0,1,0
"DEC 29, 2024",ATL @ TOR,15,4,3,1,Jalen Johnson,1,0,1,1
"DEC 28, 2024",ATL vs. MIA,28,13,5,2,Jalen Johnson,1,1,1,1
"DEC 26, 2024",ATL vs. CHI,30,15,4,0,Jalen Johnson,1,1,0,1
"DEC 23, 2024",ATL vs. MIN,17,11,7,0,Jalen Johnson,1,1,0,1
"DEC 21, 2024",ATL vs. MEM,13,11,8,0,Jalen Johnson,1,1,0,1
"DEC 19, 2024",ATL @ SAS,22,9,3,3,Jalen Johnson,1,1,1,1
"DEC 14, 2024",ATL @ MIL,15,10,4,0,Jalen Johnson,1,1,0,1
"DEC 11, 2024",ATL @ NYK,21,15,7,2,Jalen Johnson,1,1,1,1
"DEC 06, 2024",ATL vs. LAL,12,10,7,0,Jalen Johnson,1,1,0,1
"DEC 04, 2024",ATL @ MIL,23,13,5,1,Jalen Johnson,1,1,1,1
"DEC 02, 2024",ATL vs. NOP,19,7,5,1,Jalen Johnson,1,1,1,1
"NOV 30, 2024",ATL @ CHA,20,3,9,3,Jalen Johnson,1,0,1,1
"NOV 29, 2024",ATL vs. CLE,20,9,7,0,Jalen Johnson,1,1,0,1
"NOV 27, 2024",ATL @ CLE,22,9,7,1,Jalen Johnson,1,1,1,1
"NOV 25, 2024",ATL vs. DAL,28,11,3,1,Jalen Johnson,1,1,1,1
"NOV 22, 2024",ATL @ CHI,25,13,5,2,Jalen Johnson,1,1,1,1
"NOV 20, 2024",ATL @ GSW,15,14,4,0,Jalen Johnson,1,1,0,1
"NOV 17, 2024",ATL @ POR,25,4,4,1,Jalen Johnson,1,0,1,1
"NOV 15, 2024",ATL vs. WAS,18,13,7,4,Jalen Johnson,1,1,1,1
"NOV 12, 2024",ATL @ BOS,18,12,10,1,Jalen Johnson,1,1,1,1
"NOV 09, 2024",ATL vs. CHI,20,6,5,1,Jalen Johnson,1,1,1,1
"NOV 08, 2024",ATL @ DET,20,9,1,1,Jalen Johnson,1,1,1,0
"NOV 06, 2024",ATL vs. NYK,23,15,7,1,Jalen Johnson,1,1,1,1
"NOV 04, 2024",ATL vs. BOS,20,11,4,0,Jalen Johnson,1,1,0,1
