GAME_DATE,MATCHUP,PTS,REB,AST,BLK,PLAYER_NAME,POINTS_THRESHOLD,REBOUNDS_THRESHOLD,BLOCKS_THRESHOLD,ASSISTS_THRESHOLD
"DEC 30, 2024",NYK @ WAS,2,4,0,1,Precious Achiuwa,0,0,1,0
"DEC 28, 2024",NYK @ WAS,3,7,2,0,Precious Achiuwa,0,1,0,0
"DEC 27, 2024",NYK @ ORL,6,6,1,1,Precious Achiuwa,0,1,1,0
"DEC 25, 2024",NYK vs. SAS,5,10,1,1,Precious Achiuwa,0,1,1,0
"DEC 23, 2024",NYK vs. TOR,5,7,2,1,Precious Achiuwa,0,1,1,0
"DEC 21, 2024",NYK @ NOP,2,7,1,1,Precious Achiuwa,0,1,1,0
"DEC 19, 2024",NYK @ MIN,13,10,2,0,Precious Achiuwa,1,1,0,0
"DEC 15, 2024",NYK @ ORL,4,5,0,0,Precious Achiuwa,0,1,0,0
"DEC 11, 2024",NYK vs. ATL,2,5,1,2,Precious Achiuwa,0,1,1,0
"DEC 09, 2024",NYK @ TOR,7,6,0,2,Precious Achiuwa,0,1,1,0
"DEC 07, 2024",NYK vs. DET,6,10,4,1,Precious Achiuwa,0,1,1,1
"DEC 05, 2024",NYK vs. CHA,2,4,1,0,Precious Achiuwa,0,0,0,0
"DEC 29, 2024",HOU vs. MIA,4,9,3,0,Steven Adams,0,1,0,1
"DEC 27, 2024",HOU vs. MIN,0,1,1,0,Steven Adams,0,0,0,0
"DEC 26, 2024",HOU @ NOP,2,5,0,1,Steven Adams,0,1,1,0
"DEC 23, 2024",HOU @ CHA,2,8,3,1,Steven Adams,0,1,1,1
"DEC 19, 2024",HOU vs. NOP,2,4,1,0,Steven Adams,0,0,0,0
"DEC 14, 2024",HOU @ OKC,4,6,0,0,Steven Adams,0,1,0,0
"DEC 08, 2024",HOU @ LAC,4,4,0,0,Steven Adams,0,0,0,0
"DEC 05, 2024",HOU @ GSW,6,6,3,1,Steven Adams,0,1,1,1
"DEC 03, 2024",HOU @ SAC,1,6,0,0,Steven Adams,0,1,0,0
"DEC 01, 2024",HOU vs. OKC,1,1,0,0,Steven Adams,0,0,0,0
"NOV 27, 2024",HOU @ PHI,2,4,0,1,Steven Adams,0,0,1,0
"NOV 22, 2024",HOU vs. POR,1,1,3,0,Steven Adams,0,0,0,1
"NOV 18, 2024",HOU @ MIL,2,2,0,0,Steven Adams,0,0,0,0
"NOV 15, 2024",HOU vs. LAC,0,0,0,0,Steven Adams,0,0,0,0
"NOV 11, 2024",HOU vs. WAS,2,7,1,0,Steven Adams,0,1,0,0
"NOV 08, 2024",HOU @ OKC,5,2,1,0,Steven Adams,0,0,0,0
"NOV 04, 2024",HOU vs. NYK,4,5,3,0,Steven Adams,0,1,0,1
"OCT 31, 2024",HOU @ DAL,0,1,3,0,Steven Adams,0,0,0,1
"OCT 28, 2024",HOU @ SAS,6,3,0,0,Steven Adams,0,0,0,0
"DEC 29, 2024",MIA @ HOU,12,10,1,0,Bam Adebayo,1,1,0,0
"DEC 28, 2024",MIA @ ATL,17,10,2,2,Bam Adebayo,1,1,1,0
"DEC 26, 2024",MIA @ ORL,4,9,7,5,Bam Adebayo,0,1,1,1
"DEC 23, 2024",MIA vs. BKN,23,7,7,0,Bam Adebayo,1,1,0,1
"DEC 21, 2024",MIA @ ORL,23,6,0,0,Bam Adebayo,1,1,0,0
"DEC 20, 2024",MIA vs. OKC,17,10,1,1,Bam Adebayo,1,1,1,0
"DEC 16, 2024",MIA @ DET,15,8,3,0,Bam Adebayo,1,1,0,1
"DEC 12, 2024",MIA vs. TOR,21,16,5,1,Bam Adebayo,1,1,1,1
"DEC 08, 2024",MIA vs. CLE,16,13,6,1,Bam Adebayo,1,1,1,1
"DEC 07, 2024",MIA vs. PHX,25,12,8,0,Bam Adebayo,1,1,0,1
"DEC 04, 2024",MIA vs. LAL,14,10,7,1,Bam Adebayo,1,1,1,1
"DEC 02, 2024",MIA @ BOS,15,8,5,0,Bam Adebayo,1,1,0,1
"DEC 01, 2024",MIA @ TOR,13,20,7,0,Bam Adebayo,1,1,0,1
"NOV 29, 2024",MIA vs. TOR,14,10,10,0,Bam Adebayo,1,1,0,1
"NOV 27, 2024",MIA @ CHA,8,10,10,0,Bam Adebayo,0,1,0,1
"NOV 26, 2024",MIA vs. MIL,16,5,5,0,Bam Adebayo,1,1,0,1
"NOV 24, 2024",MIA vs. DAL,19,11,5,0,Bam Adebayo,1,1,0,1
"NOV 18, 2024",MIA vs. PHI,5,13,3,1,Bam Adebayo,0,1,1,1
"NOV 17, 2024",MIA @ IND,24,8,2,0,Bam Adebayo,1,1,0,0
"NOV 15, 2024",MIA @ IND,30,11,7,0,Bam Adebayo,1,1,0,1
"NOV 12, 2024",MIA @ DET,20,12,3,1,Bam Adebayo,1,1,1,1
"NOV 10, 2024",MIA @ MIN,9,7,7,3,Bam Adebayo,0,1,1,1
"NOV 08, 2024",MIA @ DEN,20,9,4,0,Bam Adebayo,1,1,0,1
"NOV 06, 2024",MIA @ PHX,12,12,6,1,Bam Adebayo,1,1,1,1
"NOV 04, 2024",MIA vs. SAC,16,8,5,4,Bam Adebayo,1,1,1,1
"NOV 02, 2024",MIA @ WAS,32,14,2,1,Bam Adebayo,1,1,1,0
"OCT 30, 2024",MIA vs. NYK,11,3,4,0,Bam Adebayo,1,0,0,1
"OCT 28, 2024",MIA vs. DET,12,10,4,3,Bam Adebayo,1,1,1,1
"OCT 26, 2024",MIA @ CHA,12,11,3,1,Bam Adebayo,1,1,1,1
"OCT 23, 2024",MIA vs. ORL,9,5,1,0,Bam Adebayo,0,1,0,0
"DEC 29, 2024",TOR vs. ATL,3,4,3,0,Ochai Agbaji,0,0,0,1
"DEC 26, 2024",TOR @ MEM,10,0,2,0,Ochai Agbaji,1,0,0,0
"DEC 23, 2024",TOR @ NYK,4,2,1,0,Ochai Agbaji,0,0,0,0
"DEC 22, 2024",TOR vs. HOU,15,5,1,0,Ochai Agbaji,1,1,0,0
"DEC 19, 2024",TOR vs. BKN,20,5,1,0,Ochai Agbaji,1,1,0,0
"DEC 16, 2024",TOR vs. CHI,15,3,0,1,Ochai Agbaji,1,0,1,0
"DEC 12, 2024",TOR @ MIA,13,3,0,0,Ochai Agbaji,1,0,0,0
"DEC 09, 2024",TOR vs. NYK,7,5,4,0,Ochai Agbaji,0,1,0,1
"DEC 07, 2024",TOR vs. DAL,4,2,0,0,Ochai Agbaji,0,0,0,0
"DEC 05, 2024",TOR vs. OKC,5,0,2,0,Ochai Agbaji,0,0,0,0
"DEC 03, 2024",TOR vs. IND,13,3,2,1,Ochai Agbaji,1,0,1,0
"DEC 01, 2024",TOR vs. MIA,7,5,3,1,Ochai Agbaji,0,1,1,1
"NOV 29, 2024",TOR @ MIA,13,5,3,0,Ochai Agbaji,1,1,0,1
"NOV 27, 2024",TOR @ NOP,24,6,2,1,Ochai Agbaji,1,1,1,0
"NOV 25, 2024",TOR @ DET,0,1,1,0,Ochai Agbaji,0,0,0,0
"NOV 24, 2024",TOR @ CLE,9,5,1,0,Ochai Agbaji,0,1,0,0
"NOV 21, 2024",TOR vs. MIN,4,0,1,0,Ochai Agbaji,0,0,0,0
"NOV 18, 2024",TOR vs. IND,11,4,6,3,Ochai Agbaji,1,0,1,1
"NOV 16, 2024",TOR @ BOS,13,6,3,1,Ochai Agbaji,1,1,1,1
"NOV 15, 2024",TOR vs. DET,9,3,1,0,Ochai Agbaji,0,0,0,0
"NOV 12, 2024",TOR @ MIL,8,7,1,1,Ochai Agbaji,0,1,1,0
"NOV 10, 2024",TOR @ LAL,16,6,1,1,Ochai Agbaji,1,1,1,0
"NOV 09, 2024",TOR @ LAC,21,7,3,0,Ochai Agbaji,1,1,0,1
"NOV 06, 2024",TOR @ SAC,12,2,2,0,Ochai Agbaji,1,0,0,0
"NOV 04, 2024",TOR @ DEN,16,5,4,0,Ochai Agbaji,1,1,0,1
"NOV 02, 2024",TOR vs. SAC,22,5,2,1,Ochai Agbaji,1,1,1,0
"NOV 01, 2024",TOR vs. LAL,8,2,3,0,Ochai Agbaji,0,0,0,1
"OCT 30, 2024",TOR @ CHA,10,3,3,2,Ochai Agbaji,1,0,1,1
"OCT 28, 2024",TOR vs. DEN,15,7,0,1,Ochai Agbaji,1,1,1,0
"OCT 26, 2024",TOR @ MIN,19,2,2,0,Ochai Agbaji,1,0,0,0
"OCT 25, 2024",TOR vs. PHI,12,8,1,0,Ochai Agbaji,1,1,0,0
"OCT 23, 2024",TOR vs. CLE,3,6,1,1,Ochai Agbaji,0,1,1,0
"DEC 26, 2024",MEM vs. TOR,4,3,0,0,Santi Aldama,0,0,0,0
"DEC 23, 2024",MEM vs. LAC,11,7,3,2,Santi Aldama,1,1,1,1
"DEC 21, 2024",MEM @ ATL,10,6,4,0,Santi Aldama,1,1,0,1
"DEC 19, 2024",MEM vs. GSW,21,14,4,1,Santi Aldama,1,1,1,1
"DEC 15, 2024",MEM @ LAL,6,3,0,1,Santi Aldama,0,0,1,0
"DEC 13, 2024",MEM vs. BKN,20,6,0,0,Santi Aldama,1,1,0,0
"DEC 08, 2024",MEM @ WAS,19,7,5,3,Santi Aldama,1,1,1,1
"DEC 07, 2024",MEM @ BOS,9,6,1,0,Santi Aldama,0,1,0,0
"DEC 05, 2024",MEM vs. SAC,15,10,0,0,Santi Aldama,1,1,0,0
"DEC 03, 2024",MEM @ DAL,15,8,3,1,Santi Aldama,1,1,1,1
"DEC 01, 2024",MEM vs. IND,15,4,6,0,Santi Aldama,1,0,0,1
"NOV 29, 2024",MEM vs. NOP,20,6,4,1,Santi Aldama,1,1,1,1
"NOV 27, 2024",MEM vs. DET,9,6,1,0,Santi Aldama,0,1,0,0
"NOV 25, 2024",MEM vs. POR,13,17,2,0,Santi Aldama,1,1,0,0
"NOV 23, 2024",MEM @ CHI,10,10,5,0,Santi Aldama,1,1,0,1
"NOV 20, 2024",MEM vs. PHI,12,6,6,0,Santi Aldama,1,1,0,1
"NOV 19, 2024",MEM vs. DEN,28,11,0,0,Santi Aldama,1,1,0,0
"NOV 17, 2024",MEM vs. DEN,6,2,2,1,Santi Aldama,0,0,1,0
"NOV 15, 2024",MEM @ GSW,4,3,0,1,Santi Aldama,0,0,1,0
"NOV 13, 2024",MEM @ LAL,15,7,5,1,Santi Aldama,1,1,1,1
"NOV 10, 2024",MEM @ POR,16,6,6,0,Santi Aldama,1,1,0,1
"NOV 08, 2024",MEM vs. WAS,12,5,4,0,Santi Aldama,1,1,0,1
"NOV 06, 2024",MEM vs. LAL,11,12,3,0,Santi Aldama,1,1,0,1
"NOV 04, 2024",MEM @ BKN,9,6,5,0,Santi Aldama,0,1,0,1
"NOV 02, 2024",MEM @ PHI,10,13,4,1,Santi Aldama,1,1,1,1
"OCT 31, 2024",MEM vs. MIL,19,9,2,0,Santi Aldama,1,1,0,0
"OCT 30, 2024",MEM vs. BKN,2,3,0,0,Santi Aldama,0,0,0,0
"OCT 28, 2024",MEM vs. CHI,11,13,7,1,Santi Aldama,1,1,1,1
"OCT 26, 2024",MEM vs. ORL,22,7,5,1,Santi Aldama,1,1,1,1
"OCT 25, 2024",MEM @ HOU,2,5,3,2,Santi Aldama,0,1,1,1
"OCT 23, 2024",MEM @ UTA,27,5,2,0,Santi Aldama,1,1,0,0
"DEC 23, 2024",DEN vs. PHX,0,0,1,0,Trey Alexander,0,0,0,0
"DEC 08, 2024",DEN @ ATL,2,0,0,0,Trey Alexander,0,0,0,0
"NOV 27, 2024",DEN @ UTA,0,0,0,0,Trey Alexander,0,0,0,0
"NOV 25, 2024",DEN vs. NYK,2,0,1,1,Trey Alexander,0,0,1,0
"NOV 23, 2024",DEN @ LAL,3,0,0,0,Trey Alexander,0,0,0,0
"NOV 22, 2024",DEN vs. DAL,0,0,0,0,Trey Alexander,0,0,0,0
"NOV 19, 2024",DEN @ MEM,0,0,1,0,Trey Alexander,0,0,0,0
"NOV 17, 2024",DEN @ MEM,0,0,0,0,Trey Alexander,0,0,0,0
"NOV 02, 2024",DEN vs. UTA,2,0,0,0,Trey Alexander,0,0,0,0
"OCT 24, 2024",DEN vs. OKC,0,1,0,0,Trey Alexander,0,0,0,0
"DEC 29, 2024",MIN vs. SAS,6,2,2,0,Nickeil Alexander-Walker,0,0,0,0
"DEC 27, 2024",MIN @ HOU,11,4,5,0,Nickeil Alexander-Walker,1,0,0,1
"DEC 25, 2024",MIN @ DAL,8,3,2,0,Nickeil Alexander-Walker,0,0,0,0
"DEC 23, 2024",MIN @ ATL,11,4,4,0,Nickeil Alexander-Walker,1,0,0,1
"DEC 21, 2024",MIN vs. GSW,2,2,1,0,Nickeil Alexander-Walker,0,0,0,0
"DEC 19, 2024",MIN vs. NYK,12,3,1,0,Nickeil Alexander-Walker,1,0,0,0
"DEC 15, 2024",MIN @ SAS,17,3,3,0,Nickeil Alexander-Walker,1,0,0,1
"DEC 13, 2024",MIN vs. LAL,2,3,2,0,Nickeil Alexander-Walker,0,0,0,0
"DEC 08, 2024",MIN @ GSW,19,1,1,1,Nickeil Alexander-Walker,1,0,1,0
"DEC 06, 2024",MIN @ GSW,5,2,2,0,Nickeil Alexander-Walker,0,0,0,0
"DEC 04, 2024",MIN @ LAC,8,3,3,1,Nickeil Alexander-Walker,0,0,1,1
"DEC 02, 2024",MIN vs. LAL,15,0,4,0,Nickeil Alexander-Walker,1,0,0,1
"NOV 29, 2024",MIN vs. LAC,12,10,1,0,Nickeil Alexander-Walker,1,1,0,0
"NOV 27, 2024",MIN vs. SAC,17,2,3,2,Nickeil Alexander-Walker,1,0,1,1
"NOV 26, 2024",MIN vs. HOU,13,2,3,0,Nickeil Alexander-Walker,1,0,0,1
"NOV 24, 2024",MIN @ BOS,4,1,4,0,Nickeil Alexander-Walker,0,0,0,1
"NOV 21, 2024",MIN @ TOR,6,4,0,0,Nickeil Alexander-Walker,0,0,0,0
"NOV 17, 2024",MIN vs. PHX,8,2,2,1,Nickeil Alexander-Walker,0,0,1,0
"NOV 15, 2024",MIN @ SAC,10,3,3,0,Nickeil Alexander-Walker,1,0,0,1
"NOV 13, 2024",MIN @ POR,13,5,3,1,Nickeil Alexander-Walker,1,1,1,1
"NOV 12, 2024",MIN @ POR,8,0,2,0,Nickeil Alexander-Walker,0,0,0,0
"NOV 10, 2024",MIN vs. MIA,12,3,1,1,Nickeil Alexander-Walker,1,0,1,0
"NOV 08, 2024",MIN vs. POR,9,6,3,0,Nickeil Alexander-Walker,0,1,0,1
"NOV 07, 2024",MIN @ CHI,5,1,0,0,Nickeil Alexander-Walker,0,0,0,0
"NOV 04, 2024",MIN vs. CHA,6,2,3,0,Nickeil Alexander-Walker,0,0,0,1
"NOV 02, 2024",MIN @ SAS,6,3,6,1,Nickeil Alexander-Walker,0,0,1,1
"NOV 01, 2024",MIN vs. DEN,8,2,5,1,Nickeil Alexander-Walker,0,0,1,1
"OCT 29, 2024",MIN vs. DAL,11,2,3,0,Nickeil Alexander-Walker,1,0,0,1
"OCT 26, 2024",MIN vs. TOR,4,1,4,0,Nickeil Alexander-Walker,0,0,0,1
"OCT 24, 2024",MIN @ SAC,9,1,2,0,Nickeil Alexander-Walker,0,0,0,0
"OCT 22, 2024",MIN @ LAL,14,5,0,0,Nickeil Alexander-Walker,1,1,0,0
"DEC 21, 2024",PHX vs. DET,2,3,2,0,Grayson Allen,0,0,0,0
"DEC 19, 2024",PHX vs. IND,8,10,0,1,Grayson Allen,0,1,1,0
"DEC 15, 2024",PHX vs. POR,12,2,1,0,Grayson Allen,1,0,0,0
"DEC 13, 2024",PHX @ UTA,8,4,2,0,Grayson Allen,0,0,0,0
"DEC 08, 2024",PHX @ ORL,13,4,2,0,Grayson Allen,1,0,0,0
"DEC 07, 2024",PHX @ MIA,16,2,4,0,Grayson Allen,1,0,0,1
"DEC 05, 2024",PHX @ NOP,13,6,10,1,Grayson Allen,1,1,1,1
"DEC 03, 2024",PHX vs. SAS,8,3,3,0,Grayson Allen,0,0,0,1
"NOV 30, 2024",PHX vs. GSW,17,4,3,0,Grayson Allen,1,0,0,1
"NOV 27, 2024",PHX vs. BKN,9,5,1,1,Grayson Allen,0,1,1,0
"NOV 26, 2024",PHX vs. LAL,10,2,2,0,Grayson Allen,1,0,0,0
"NOV 20, 2024",PHX vs. NYK,8,1,1,0,Grayson Allen,0,0,0,0
"NOV 18, 2024",PHX vs. ORL,17,4,1,0,Grayson Allen,1,0,0,0
"NOV 17, 2024",PHX @ MIN,18,5,1,0,Grayson Allen,1,1,0,0
"NOV 12, 2024",PHX @ UTA,15,1,0,0,Grayson Allen,1,0,0,0
"NOV 10, 2024",PHX vs. SAC,9,1,3,0,Grayson Allen,0,0,0,1
"NOV 08, 2024",PHX @ DAL,0,3,0,0,Grayson Allen,0,0,0,0
"NOV 06, 2024",PHX vs. MIA,12,2,0,0,Grayson Allen,1,0,0,0
"NOV 04, 2024",PHX vs. PHI,14,2,0,0,Grayson Allen,1,0,0,0
"NOV 02, 2024",PHX vs. POR,18,2,0,3,Grayson Allen,1,0,1,0
"OCT 31, 2024",PHX @ LAC,2,5,3,0,Grayson Allen,0,1,0,1
"OCT 28, 2024",PHX vs. LAL,3,2,0,0,Grayson Allen,0,0,0,0
"OCT 23, 2024",PHX @ LAC,8,1,3,1,Grayson Allen,0,0,1,1
"DEC 27, 2024",CLE @ DEN,22,10,4,1,Jarrett Allen,1,1,1,1
"DEC 23, 2024",CLE vs. UTA,7,6,2,0,Jarrett Allen,0,1,0,0
"DEC 21, 2024",CLE vs. PHI,6,6,2,0,Jarrett Allen,0,1,0,0
"DEC 20, 2024",CLE vs. MIL,10,10,0,0,Jarrett Allen,1,1,0,0
"DEC 16, 2024",CLE @ BKN,12,8,4,0,Jarrett Allen,1,1,0,1
"DEC 13, 2024",CLE vs. WAS,21,11,2,1,Jarrett Allen,1,1,1,0
"DEC 08, 2024",CLE @ MIA,6,7,1,0,Jarrett Allen,0,1,0,0
"DEC 07, 2024",CLE @ CHA,11,10,3,1,Jarrett Allen,1,1,1,1
"DEC 05, 2024",CLE vs. DEN,8,15,6,0,Jarrett Allen,0,1,0,1
"DEC 03, 2024",CLE vs. WAS,11,3,1,0,Jarrett Allen,1,0,0,0
"DEC 01, 2024",CLE vs. BOS,8,10,0,0,Jarrett Allen,0,1,0,0
"NOV 29, 2024",CLE @ ATL,6,5,0,0,Jarrett Allen,0,1,0,0
"NOV 27, 2024",CLE vs. ATL,17,10,1,0,Jarrett Allen,1,1,0,0
"NOV 24, 2024",CLE vs. TOR,23,13,2,1,Jarrett Allen,1,1,1,0
"NOV 20, 2024",CLE vs. NOP,16,11,4,1,Jarrett Allen,1,1,1,1
"NOV 19, 2024",CLE @ BOS,10,11,2,0,Jarrett Allen,1,1,0,0
"NOV 17, 2024",CLE vs. CHA,21,15,0,1,Jarrett Allen,1,1,1,0
"NOV 15, 2024",CLE vs. CHI,24,10,3,2,Jarrett Allen,1,1,1,1
"NOV 13, 2024",CLE @ PHI,11,12,1,0,Jarrett Allen,1,1,0,0
"NOV 11, 2024",CLE @ CHI,9,5,2,1,Jarrett Allen,0,1,1,0
"NOV 09, 2024",CLE vs. BKN,4,3,0,1,Jarrett Allen,0,0,1,0
"NOV 08, 2024",CLE vs. GSW,13,12,3,1,Jarrett Allen,1,1,1,1
"NOV 06, 2024",CLE @ NOP,16,14,2,2,Jarrett Allen,1,1,1,0
"NOV 04, 2024",CLE vs. MIL,14,15,6,1,Jarrett Allen,1,1,1,1
"NOV 02, 2024",CLE @ MIL,15,12,1,0,Jarrett Allen,1,1,0,0
"NOV 01, 2024",CLE vs. ORL,2,11,1,1,Jarrett Allen,0,1,1,0
"OCT 30, 2024",CLE vs. LAL,20,17,1,2,Jarrett Allen,1,1,1,0
"OCT 28, 2024",CLE @ NYK,15,15,1,0,Jarrett Allen,1,1,0,0
"OCT 26, 2024",CLE @ WAS,23,5,1,2,Jarrett Allen,1,1,1,0
"OCT 25, 2024",CLE vs. DET,17,11,2,1,Jarrett Allen,1,1,1,0
"OCT 23, 2024",CLE @ TOR,14,7,1,4,Jarrett Allen,1,1,1,0
"NOV 11, 2024",NOP vs. BKN,3,0,0,0,Jose Alvarado,0,0,0,0
"NOV 08, 2024",NOP @ ORL,21,5,5,0,Jose Alvarado,1,1,0,1
"NOV 06, 2024",NOP vs. CLE,27,2,5,0,Jose Alvarado,1,0,0,1
"NOV 04, 2024",NOP vs. POR,18,1,6,0,Jose Alvarado,1,0,0,1
"NOV 03, 2024",NOP vs. ATL,9,3,7,0,Jose Alvarado,0,0,0,1
"NOV 01, 2024",NOP vs. IND,12,6,7,0,Jose Alvarado,1,1,0,1
"OCT 30, 2024",NOP @ GSW,16,5,4,2,Jose Alvarado,1,1,1,1
"OCT 29, 2024",NOP @ GSW,6,0,4,0,Jose Alvarado,0,0,0,1
"OCT 27, 2024",NOP @ POR,3,1,4,1,Jose Alvarado,0,0,1,1
"OCT 25, 2024",NOP @ POR,0,1,4,0,Jose Alvarado,0,0,0,1
"OCT 23, 2024",NOP vs. CHI,3,0,3,0,Jose Alvarado,0,0,0,1
"DEC 27, 2024",GSW @ LAC,5,6,1,0,Kyle Anderson,0,1,0,0
"DEC 21, 2024",GSW @ MIN,3,2,2,0,Kyle Anderson,0,0,0,0
"DEC 19, 2024",GSW @ MEM,11,3,3,2,Kyle Anderson,1,0,1,1
"DEC 11, 2024",GSW @ HOU,0,0,0,0,Kyle Anderson,0,0,0,0
"DEC 08, 2024",GSW vs. MIN,3,2,0,0,Kyle Anderson,0,0,0,0
"DEC 06, 2024",GSW vs. MIN,4,1,1,0,Kyle Anderson,0,0,0,0
"DEC 05, 2024",GSW vs. HOU,8,2,2,0,Kyle Anderson,0,0,0,0
"DEC 03, 2024",GSW @ DEN,4,6,5,1,Kyle Anderson,0,1,1,1
"NOV 30, 2024",GSW @ PHX,2,2,1,0,Kyle Anderson,0,0,0,0
"NOV 27, 2024",GSW vs. OKC,10,2,3,0,Kyle Anderson,1,0,0,1
"NOV 25, 2024",GSW vs. BKN,4,2,3,0,Kyle Anderson,0,0,0,1
"NOV 23, 2024",GSW @ SAS,6,5,1,0,Kyle Anderson,0,1,0,0
"NOV 22, 2024",GSW @ NOP,2,1,0,0,Kyle Anderson,0,0,0,0
"NOV 20, 2024",GSW vs. ATL,2,1,4,0,Kyle Anderson,0,0,0,1
"NOV 18, 2024",GSW @ LAC,2,2,2,0,Kyle Anderson,0,0,0,0
"NOV 15, 2024",GSW vs. MEM,8,4,4,2,Kyle Anderson,0,0,1,1
"NOV 10, 2024",GSW @ OKC,6,5,5,0,Kyle Anderson,0,1,0,1
"NOV 08, 2024",GSW @ CLE,4,3,2,1,Kyle Anderson,0,0,1,0
"NOV 06, 2024",GSW @ BOS,11,5,4,1,Kyle Anderson,1,1,1,1
"NOV 04, 2024",GSW @ WAS,6,3,1,2,Kyle Anderson,0,0,1,0
"NOV 02, 2024",GSW @ HOU,9,3,2,1,Kyle Anderson,0,0,1,0
"OCT 30, 2024",GSW vs. NOP,10,4,2,1,Kyle Anderson,1,0,1,0
"OCT 29, 2024",GSW vs. NOP,1,2,4,0,Kyle Anderson,0,0,0,1
"OCT 27, 2024",GSW vs. LAC,0,1,0,0,Kyle Anderson,0,0,0,0
"OCT 25, 2024",GSW @ UTA,7,6,3,0,Kyle Anderson,0,1,0,1
"OCT 23, 2024",GSW @ POR,2,5,3,1,Kyle Anderson,0,1,1,1
"DEC 20, 2024",MIL @ CLE,33,14,3,0,Giannis Antetokounmpo,1,1,0,1
"DEC 14, 2024",MIL vs. ATL,32,14,9,4,Giannis Antetokounmpo,1,1,1,1
"DEC 10, 2024",MIL vs. ORL,37,7,1,4,Giannis Antetokounmpo,1,1,1,0
"DEC 08, 2024",MIL @ BKN,34,11,4,3,Giannis Antetokounmpo,1,1,1,1
"DEC 06, 2024",MIL @ BOS,30,11,1,0,Giannis Antetokounmpo,1,1,0,0
"DEC 04, 2024",MIL vs. ATL,31,11,5,0,Giannis Antetokounmpo,1,1,0,1
"DEC 03, 2024",MIL @ DET,28,7,8,1,Giannis Antetokounmpo,1,1,1,1
"NOV 30, 2024",MIL vs. WAS,42,12,11,1,Giannis Antetokounmpo,1,1,1,1
"NOV 23, 2024",MIL vs. CHA,32,11,6,2,Giannis Antetokounmpo,1,1,1,1
"NOV 22, 2024",MIL vs. IND,37,10,11,1,Giannis Antetokounmpo,1,1,1,1
"NOV 20, 2024",MIL vs. CHI,41,9,8,0,Giannis Antetokounmpo,1,1,0,1
"NOV 18, 2024",MIL vs. HOU,20,13,4,3,Giannis Antetokounmpo,1,1,1,1
"NOV 16, 2024",MIL @ CHA,22,15,12,2,Giannis Antetokounmpo,1,1,1,1
"NOV 13, 2024",MIL vs. DET,59,14,7,3,Giannis Antetokounmpo,1,1,1,1
"NOV 12, 2024",MIL vs. TOR,23,4,7,4,Giannis Antetokounmpo,1,0,1,1
"NOV 10, 2024",MIL vs. BOS,43,13,5,2,Giannis Antetokounmpo,1,1,1,1
"NOV 08, 2024",MIL @ NYK,24,12,2,2,Giannis Antetokounmpo,1,1,1,0
"NOV 07, 2024",MIL vs. UTA,31,16,2,1,Giannis Antetokounmpo,1,1,1,0
"NOV 02, 2024",MIL vs. CLE,34,16,9,0,Giannis Antetokounmpo,1,1,0,1
"OCT 31, 2024",MIL @ MEM,37,11,4,1,Giannis Antetokounmpo,1,1,1,1
"OCT 28, 2024",MIL @ BOS,30,10,6,0,Giannis Antetokounmpo,1,1,0,1
"OCT 27, 2024",MIL @ BKN,22,12,7,1,Giannis Antetokounmpo,1,1,1,1
"OCT 25, 2024",MIL vs. CHI,38,11,5,0,Giannis Antetokounmpo,1,1,0,1
"OCT 23, 2024",MIL @ PHI,25,14,7,1,Giannis Antetokounmpo,1,1,1,1
"DEC 29, 2024",ORL vs. BKN,10,3,3,0,Cole Anthony,1,0,0,1
"DEC 27, 2024",ORL vs. NYK,5,1,0,0,Cole Anthony,0,0,0,0
"DEC 26, 2024",ORL vs. MIA,0,3,2,0,Cole Anthony,0,0,0,0
"DEC 23, 2024",ORL vs. BOS,10,2,5,0,Cole Anthony,1,0,0,1
"DEC 21, 2024",ORL vs. MIA,35,8,9,1,Cole Anthony,1,1,1,1
"DEC 19, 2024",ORL vs. OKC,3,3,2,0,Cole Anthony,0,0,0,0
"DEC 15, 2024",ORL vs. NYK,4,2,5,1,Cole Anthony,0,0,1,1
"DEC 10, 2024",ORL @ MIL,4,0,2,0,Cole Anthony,0,0,0,0
"DEC 08, 2024",ORL vs. PHX,14,2,3,2,Cole Anthony,1,0,1,1
"DEC 06, 2024",ORL @ PHI,6,1,4,0,Cole Anthony,0,0,0,1
"DEC 03, 2024",ORL @ NYK,10,3,3,0,Cole Anthony,1,0,0,1
"DEC 01, 2024",ORL @ BKN,3,2,1,0,Cole Anthony,0,0,0,0
"NOV 29, 2024",ORL @ BKN,3,0,1,0,Cole Anthony,0,0,0,0
"NOV 27, 2024",ORL vs. CHI,9,1,1,0,Cole Anthony,0,0,0,0
"NOV 25, 2024",ORL @ CHA,16,8,4,0,Cole Anthony,1,1,0,1
"NOV 23, 2024",ORL vs. DET,4,2,1,0,Cole Anthony,0,0,0,0
"NOV 21, 2024",ORL @ LAL,2,0,0,0,Cole Anthony,0,0,0,0
"NOV 20, 2024",ORL @ LAC,3,0,1,0,Cole Anthony,0,0,0,0
"NOV 18, 2024",ORL @ PHX,0,0,1,0,Cole Anthony,0,0,0,0
"NOV 15, 2024",ORL vs. PHI,0,0,0,0,Cole Anthony,0,0,0,0
"NOV 13, 2024",ORL vs. IND,2,2,1,0,Cole Anthony,0,0,0,0
"NOV 12, 2024",ORL vs. CHA,6,3,2,0,Cole Anthony,0,0,0,0
